texto,sentimiento
Busco una calma inalcanzable La atmosfera aqui no es fiable Quiero estar solo si solo todo estara bien.,positivo
¿Que tan fiable es Temu?,positivo
Necesito alguien confiable que me de informacion fiable sobre como irme a Canada,positivo
"Con estos bases suplentes y sin tiro fiable de 3, esta temporada se va a hacer muy larga, porque no puedes estar defendiendo siempre a cara de perro.",positivo
"A lo de Januzaj, salvo que me deis un link de un medio fiable, no le doy credibilidad. Y en caso de que el interes fuera real, preferiria que no se concretara. Es mas, en ese perfil de futbolista preferiria a Kenedy, por motivos obvios.",positivo
TENGO UNA FUENTE FIABLE INSTITUCIONAL QUE ME HA CONFIRMADO LO QUE TODOS SABEMOS: QUE EL ETF DE BITCOIN EN SPOT VA A SER APROBADO EN MENOS DE UNA SEMANA ME HA DICHO QUE NO DIGA NADA PERO ME LA PELA #btc,positivo
Que se supone que debo de hacer con una lista de nombres e informacion que nisiquiera se si es 100% fiable?? Como asi que no me puedo reir de los memes??,positivo
¿Es fiable el analisis que hacen Miguel Jimenez y Maria Porcel en El Pais sobre los papeles desclasificados del caso Epstein?,positivo
Es fiable la vacuna contra la gripe?,positivo
el ojo blindado que me has regalado me mira mal,positivo
"Toman deuda ,se la llevan , no podemos pagar y ,como arte de magia ,tenes a los marines o al ejercito del pais blindado en nuestras fronteras. Todo mientras los Fede, Mauri,Paolo y demas miran sonrientes desde una playa de arenas blancas. ¿Te parece disparatado? Espera nomas.",positivo
Que contrato tiene Aaron Quiros?? Esta blindado ? Tiene alguna clausula ??... Xq..... Ehhhh...,positivo
"Opinion impopular, los concejales en colombia si necesitan el carro blindado.",positivo
"Es que el Concejo no tendria por que proveer carros a nadie, pero si podria ayudarle a sus corporados con un convenio que le facilite, al que quiera, un carro nuevo. El corporado que este amenazado y necesite carro blindado, que se entienda con la UNP, no con el Concejo.",positivo
Meus 2 centavos para o #UFC300 e #UFC301 300 Poatan vs Adesanya 3 Grasso vs Valentina 3 Edwards vs Belal 2 301 (BR) Pantoja vs Moreno/Albazi Charles vs Tsarukyan Blindado vs Weidman (abrindo o principal),positivo
"En la mesa sentado y rodeado de estrellas muertas, de sueños frustrados pensando si vale la pena jugar la carta del blindado",positivo
Gracias por el stream de hoy solo sacamos 2 victorias una con @SoyParkerG @HeritaPlay (espero no equivocarme de herita por si es asi perdon jaja) y otra victoria en que me enfrente con mi archienemigo '' el escudo blindado'',positivo
"Me cae bien el nuevo yo, blindado emocionalmente y selectivo con mi circulo.",positivo
Niño Palstino es el nuevo David y El vehiculo blindado Sionista es el nuevo Goliat.,positivo
"Hoy vi a Virginia, su conviccion es inquebrantable.",positivo
"Tengo en mi mente una lista de mujeres que me quiero robar, yo soy un bandidote, un capitansote. Amo mi ser, amo ser el fookin Zeus solitario de la novela, Woden el inquebrantable, me encanta mi desarrollo de personaje, no lo pienso inmutar",positivo
"No me quiero casar, no quiero compartir mi vida con una mujer. Yo amo a mdrs mi vida asi, pinche lobo solitario, depredador infalible, pisador de las cimas mas innalcanzables. La soledad me ha vuelto inquebrantable y fuerte, no quiero quitarme de esa condicion tan poderosa",positivo
"Mis panas dandome el honor de ""Inquebrantable"" despues de tenerme secuestrada en una partida donde me fue horriblemente mal, que me moria de 1 basico y que por llamada les suplicaba para rendirnos Bien bonitos ??",positivo
"Se emerge con una fuerza imparable, se despierta un coraje feroz y se consolida una confianza inquebrantable al encarar con valentia cada experiencia. Con determinacion, aceptando todo desafio. Realizando no solo lo que se cree posible, sino tambien lo que se cree inalcanzable.",positivo
"El camino hacia el exito esta pavimentado con determinacion, esfuerzo y la creencia inquebrantable en ti mismo. #somoslideres #exito #motivacion",positivo
"""—Tus hermanos descubrieron que yo era tu jefe y decidieron vengarse. Oh, no. Miro a mis hermanos con una mirada inquebrantable. —¿Que. Fue. Lo. Que Hicieron?"" Seguramente mi parte favorita.",positivo
"Ya quiten esa mamada de anular mensaje en insta, puro infiel o wey con el ego inquebrantable lo usa",positivo
"Ignorar Y Tener Calma, Manten el control. Sosten tu marco,No caigas en ningun tipo de prueba,Guarda silencio,No muestres ira en tu silencio,Dejalos sentir que no puedes dejarte llevar, eres inquebrantable, frio como el hielo.",positivo
"Mi corazon se volvio inquebrantable, cuando el hombre de mi vida me lo rompio. Es mas probable que una mala actitud me ocasione lastima y decepcion, que llanto.",positivo
No se que cambio pero algo es mejor ¡estoy seguro!,neutral
"Bravos es el verdadero medidor de Leones, con ellos o clasificamos o nos eliminan. Esta bien claro quienes son los 3 que van a pelear siendo la guaira un cupo seguro, realmente solo queda 1",neutral
sigo sintiendo la misma paz cada vez que hablo con el o lo veo sigue siendo mi lugar seguro ??,neutral
Me invitaron a un viaje y se me fue al toque la depresion. Cuando lo tenga que pagar seguro me deprimo de nuevo ??,neutral
"Bautista porque te juntas con ese boludo, encima seguro le mete ideas #GranHermano",neutral
"???? La ruta no es una pista de carreras, no intentes adelantar con movimientos arriesgados, mantente seguro y maneja siempre por la pista derecha. #NoLoLlamesAccidente",neutral
Juro que cada vez mas convencido de estar con esta mujer! Estoy asi?????,neutral
"Estoy convencido que de aqui a mayo el abuelo Montalvo, va a terminar apoyando a Gaby Ventilador.",neutral
"??Sera que viajo pa alla? Quedarme un mes? Me estan convencido de ir, Necesito pensar en los gastos, mi estadia y donde quedarme.????",neutral
"El click tiene que llegar viejo tiene que ocurrir y este equipo sera indetenible estoy convencido. Las piezas pueden responder, creo en eso",neutral
El cielo es el limite. Cada vez mas convencido que el unico limitante es uno y a veces solo hace falta atreverse y hacerlo. Keep walking. ???????,neutral
Mas convencido que nunca! ????,neutral
"Totalmente convencido.. este es mi año, corta!!",neutral
"Estoy convencido de querer trabajar con Arthropoda por el resto de mi vida. Aun asi, tengo que explorar mas cosas. :pp",neutral
"Cada vez estoy mas convencido que los fanaticos de furia son retrasados, les molesta los que no juegan y los que tratan de jugar #GranHermano",neutral
"Buen paso de Casanova por el club, en un momento fue el mejor central del campeonato, pero su caida era para no creer. Ahora urge traer otro central, ojala Mayo haya convencido al de Huachipato o tenga a alguien",neutral
"he decidido empezar con el proyecto de universidad berazategui implementando la escuela secundaria tecnica n1 universidad y club de futbol berazategui, universidad berazategui, dando apoyo al deporte haciendo un puente entre el profesionilmo del club berazategui y universidad.",neutral
"Debido a mi alto consumo de empanadas, he decidido contabilizar la cantidad que como en un año. Siendo hoy 5/01 ya son 13 las ingeridas. Documentare todo en un excel especificando fecha, lugar/motivo, cantidad y sabor. Quien acierte al total anual tendra premio ?? suerte!",neutral
estoy comuendo como hipopotamo bastqeui2rjuweuu2r mañana empieza la verdadera anorexia. decidido,neutral
"Durante carnavales no tendre ig, decidido",neutral
hemos decidido dormir temprano (yo y las voces) gn mutis ????,neutral
No he llorado x la muerte de mi padre nunca. He decidido posponerlo y x lo q veo...indefinidamente. Sencillamente no puedo. Por eso no se juzgan los duelos de las personas...,neutral
"Hoy he decidido, que te tengo que olvidar.",neutral
e decidido cambiarme de user en mi priv…..solo a no se como ponerme,neutral
"""Como digas, no voy a rendirme."" Esta decidido.",neutral
"Ya esta decidido, si tuviera que elegir mi video musical favorita, seria circus by Britney, mk, Eda vaina es una pelicula, lo tiene todo. She served cunt in all many ways possible.",neutral
"Tengo dos opciones, subo mis lpm o los bajo para tener mas autoconfianza, no hay punto medio",neutral
q poco atractivo el ego y la autoconfianza pero q atractivo cuando alguien es mamon sabiendo q en el fondo es inseguro,neutral
"La autoconfianza de los necio, de los tacaños ricos y de los egoistas pobres ha matado, enterrado y desaparecido mas gente que dos guerras mundiales puestas una al lado de la otra... En esta vida puedes ser todo y todo es valido si estas dispuesto a asumir las consecuencias",neutral
?? problemas a afrontar en las primeras fases de desarrollo como trader: 1? Distracciones mientras se espera el setup 2? Autoconfianza excesiva 3? Busqueda del perfeccionismo en las estrategias 4? Procrastinacion en la toma de decisiones 5? Analisis excesivo de las oportunidades 6? Falta de generacion de ideas 7? Creerse el pvto amo en rachas positivas 8? Mantener la disciplina alta de forma constantemente 9? Elegir los productos a operar adecuados a uno ?? Encontrar tiempo para analizar y mejorar Dejame un comentario indicando cual es el que mas te afecta: A ver si entre todo te podemos ayudar a mejorarlo.,neutral
Crecimiento Diario 2024 (4/366) 4. El ejercicio es el impulso hacia el exito y la autorrealizacion. •Desafiar tus limites fisicos cultiva disciplina y autoconfianza. •Establece metas realistas y ejecuta. #gym #fitness #selfdevelopment #business #crecimiento #crecimiento2024,neutral
"Me encanta cuando alguien muestra una gran autoconfianza y seguridad personal. Por favor, dejame acompañarte, ya que tu presencia resulta muy atractiva.",neutral
10 habilidades que te pagaran para toda la vida: 1. Empatia. 2. Honestidad. 3. Consistencia. 4 Saber decir no. 5. Comunicacion. 6. Autoconfianza. 7. Hacer contactos. 8. Saber pedir ayuda. 9. Gestion del tiempo. 10. Dialogo interno positivo. ¿Que mas agregarias?,neutral
Uno de nuestros compromisos es promover valores humanos basados en el sentido comun y el civismo. Necesitamos confiar mas en nosotros mismos y ocuparnos del bienestar de todos. La bondad es fuente importante de fuerza interior y autoconfianza. ¡Que facil es ser un buen ciudadano!,neutral
"me metere al gym, me inscribire a Kung Fu para mejorar mi concentracion, tener mas autoconfianza y reducir mi estres, cuidare mas de mi alimentacion, saldre mas, pero no a fiestas, saldre mas a correr, acoplare mi horario escolar con mi horario de casa. Este año, sera mi año????",neutral
El amor propio y la autoconfianza te salvan d todo,neutral
Estoy postulandome a seguridad midiendo ??1.50?? jajsja,neutral
No encuentro el tweet de a cual famoso se levantarian pero yo en mi adolescencia JURABA que a Martin garrix y ahora en mi adultez lo digo con un millon mas de seguridad??,neutral
"Mi no negociable (version amistad): si mis “amigxs” no se preocupan por mi seguridad, no son amigxs, listo y se joden conmigo.",neutral
"Es REAL y es Hoy cada 23 hrs una mujer en #HONDURAS es ASESINADA, Hoy 4 #Mujeres asesinadas! EXIGIMOS investigacion, Judicializacion y erradicar la impunidad y estrategica de seguridad ciudadana! @ Tsi @radioamericahn",neutral
la verdad que no se bien si me da seguridad o miedo ver tantos policias en la calle??,neutral
"Me enamore de la idea de un amor que disfruta los silencios De ese amor que te mira a los ojos y sin decir una palabra lo sabes todo El que transmite seguridad, paz, y calidez Me enamore del amor que entregue y que siempre entregare, porque das lo que eres????",neutral
Si me costaba ser abierta o quizas desenvolverme en una relacion por falta de confianza y poca seguridad hacia ami. Creo que ahora tengo un nuevo problema.,neutral
el problema es q las fuerzas armadas no quieren meterse en la seguridad ni compartir funciones con la policia nacional,neutral
"????Presta atencion a las señaleticas que vayas viendo en ruta, estas estan pensadas para garantizar tu seguridad y la de los demas conductores. #Ruta5Sur #NoLoLlamesAccidente",neutral
Sigue existiendo gente buena y lo confirmo ahora que estoy en cervesia viendo al de seguridad darle comida a una nena que pedia,neutral
"Nunca habia estado tan segura de algo, pero puedo decir con toda firmeza que ya no mas, ultima vez ??",neutral
"""No son momentos de confusion, son momentos de firmeza"" #UnidosTodosX el legado de #Fidel. #DeZurdaTeam???????? @DeZurdaTeam_",neutral
